Row ID,Order ID,Order Date,Customer ID,Customer Name,Country,City,State,Postal Code,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit
1018,CA-2015-108665,6/7/2015,KM-16225,Kalyca Meade,United States,New York City,New York,10011,Chuck Magee,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",0,155.82,3,0.0,63.89
1020,CA-2015-108665,6/7/2015,KM-16225,Kalyca Meade,United States,New York City,New York,10011,Chuck Magee,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,0,601.65,5,0.0,156.43
1022,CA-2015-124450,4/27/2015,GT-14710,Greg Tran,United States,Washington,District of Columbia,20016,Chuck Magee,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,0,1267.53,3,0.0,316.88
1024,CA-2015-167269,6/16/2015,PB-19150,Philip Brown,United States,Philadelphia,Pennsylvania,19134,Chuck Magee,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,0,6.21,2,0.2,2.17
1025,CA-2017-106964,12/17/2017,HR-14770,Hallie Redmond,United States,Los Angeles,California,90045,Anna Andreadi,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,0,11.81,2,0.2,4.28
1026,CA-2016-126529,11/1/2016,DE-13255,Deanra Eno,United States,Springfield,Ohio,45503,Chuck Magee,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,1,15.55,3,0.2,5.44
1028,CA-2016-126529,11/1/2016,DE-13255,Deanra Eno,United States,Springfield,Ohio,45503,Chuck Magee,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,1,15.59,2,0.4,-9.87
1029,CA-2014-163552,11/7/2014,LA-16780,Laura Armstrong,United States,Hackensack,New Jersey,7601,Chuck Magee,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,0,177.2,5,0.0,83.28
1030,CA-2014-163552,11/7/2014,LA-16780,Laura Armstrong,United States,Hackensack,New Jersey,7601,Chuck Magee,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,0,197.97,3,0.0,57.41
1031,CA-2014-163552,11/7/2014,LA-16780,Laura Armstrong,United States,Hackensack,New Jersey,7601,Chuck Magee,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,0,854.94,3,0.0,213.74
1032,CA-2014-163552,11/7/2014,LA-16780,Laura Armstrong,United States,Hackensack,New Jersey,7601,Chuck Magee,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,0,124.11,9,0.0,52.13
1033,CA-2014-163552,11/7/2014,LA-16780,Laura Armstrong,United States,Hackensack,New Jersey,7601,Chuck Magee,OFF-LA-10001175,Office Supplies,Labels,Avery 514,0,14.4,5,0.0,7.06
1034,CA-2016-109820,11/20/2016,AG-10390,Allen Goldenen,United States,Cincinnati,Ohio,45231,Chuck Magee,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,0,15.7,3,0.2,5.1
1036,CA-2016-109820,11/20/2016,AG-10390,Allen Goldenen,United States,Cincinnati,Ohio,45231,Chuck Magee,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,0,14.43,3,0.7,-10.58
1037,CA-2016-113061,4/22/2016,EL-13735,Ed Ludwig,United States,Jefferson City,Missouri,65109,Kelly Williams,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,0,86.62,2,0.0,8.66
1038,CA-2015-127418,6/13/2015,JJ-15445,Jennifer Jackson,United States,Los Angeles,California,90004,Anna Andreadi,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,0,36.62,3,0.2,13.73
1040,CA-2017-121818,11/20/2017,JH-15430,Jennifer Halladay,United States,Burlington,North Carolina,27217,Cassandra Brandow,OFF-AR-10004790,Office Supplies,Art,Staples in misc. colors,0,28.73,3,0.2,1.8
1041,CA-2016-127670,3/20/2016,RD-19660,Robert Dilbeck,United States,Saint Peters,Missouri,63376,Kelly Williams,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,0,697.16,4,0.0,146.4
1042,CA-2016-102981,6/9/2016,MO-17500,Mary O'Rourke,United States,New York City,New York,10035,Chuck Magee,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,0,31.86,2,0.0,11.15
1043,CA-2016-102981,6/9/2016,MO-17500,Mary O'Rourke,United States,New York City,New York,10035,Chuck Magee,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",0,722.35,3,0.2,90.29
1044,CA-2017-115651,9/7/2017,NS-18640,Noel Staavos,United States,Chicago,Illinois,60610,Kelly Williams,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",0,8.84,5,0.2,2.98
1045,CA-2017-115651,9/7/2017,NS-18640,Noel Staavos,United States,Chicago,Illinois,60610,Kelly Williams,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,0,58.46,9,0.8,-146.16
1046,CA-2017-152702,12/10/2017,SN-20710,Steve Nguyen,United States,Rockford,Illinois,61107,Kelly Williams,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",0,254.6,14,0.3,-18.19
1048,CA-2016-169103,8/3/2016,ZC-21910,Zuschuss Carroll,United States,Miami,Florida,33142,Cassandra Brandow,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",0,102.36,3,0.2,-3.84
1049,CA-2014-139192,5/27/2014,LC-16885,Lena Creighton,United States,San Francisco,California,94109,Anna Andreadi,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,0,1113.5,12,0.2,125.27
1050,CA-2014-139192,5/27/2014,LC-16885,Lena Creighton,United States,San Francisco,California,94109,Anna Andreadi,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,0,99.99,1,0.0,38.0
1051,US-2015-153500,3/7/2015,DG-13300,Deirdre Greer,United States,Philadelphia,Pennsylvania,19134,Chuck Magee,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,0,168.46,2,0.2,-29.48
1052,US-2015-153500,3/7/2015,DG-13300,Deirdre Greer,United States,Philadelphia,Pennsylvania,19134,Chuck Magee,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",0,6.72,2,0.2,2.44
1053,US-2015-153500,3/7/2015,DG-13300,Deirdre Greer,United States,Philadelphia,Pennsylvania,19134,Chuck Magee,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",0,282.89,9,0.2,56.58
1054,CA-2015-110667,4/4/2015,NF-18595,Nicole Fjeld,United States,New York City,New York,10009,Chuck Magee,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,0,11.16,2,0.0,4.35
1055,CA-2015-110667,4/4/2015,NF-18595,Nicole Fjeld,United States,New York City,New York,10009,Chuck Magee,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,0,108.4,2,0.0,22.76
1056,CA-2015-110667,4/4/2015,NF-18595,Nicole Fjeld,United States,New York City,New York,10009,Chuck Magee,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,0,82.34,3,0.2,27.79
1059,CA-2017-167150,10/12/2017,BP-11185,Ben Peterman,United States,San Diego,California,92037,Anna Andreadi,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",0,65.57,2,0.2,22.95
1060,CA-2016-105284,11/24/2016,MG-17650,Matthew Grinstein,United States,Philadelphia,Pennsylvania,19143,Chuck Magee,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,0,4.42,3,0.2,1.6
1061,US-2015-125374,3/23/2015,JD-16060,Julia Dunbar,United States,Houston,Texas,77095,Kelly Williams,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,0,107.77,2,0.3,-29.25
1062,CA-2015-161263,4/16/2015,TS-21160,Theresa Swint,United States,Toledo,Ohio,43615,Chuck Magee,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,0,45.22,3,0.2,4.52
1063,CA-2015-161263,4/16/2015,TS-21160,Theresa Swint,United States,Toledo,Ohio,43615,Chuck Magee,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",0,10.42,7,0.2,-2.21
1064,CA-2015-161263,4/16/2015,TS-21160,Theresa Swint,United States,Toledo,Ohio,43615,Chuck Magee,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,0,7.87,3,0.2,1.28
1065,CA-2015-161263,4/16/2015,TS-21160,Theresa Swint,United States,Toledo,Ohio,43615,Chuck Magee,TEC-PH-10002115,Technology,Phones,Plantronics 81402,0,118.78,3,0.4,-27.72
1066,CA-2015-161263,4/16/2015,TS-21160,Theresa Swint,United States,Toledo,Ohio,43615,Chuck Magee,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,0,1.45,1,0.2,0.24
1067,CA-2015-161263,4/16/2015,TS-21160,Theresa Swint,United States,Toledo,Ohio,43615,Chuck Magee,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",0,55.47,5,0.7,-46.23
1068,CA-2016-157686,1/10/2016,BD-11620,Brian DeCherney,United States,San Francisco,California,94122,Anna Andreadi,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",0,194.85,4,0.2,12.18
1070,US-2015-150161,7/25/2015,RB-19795,Ross Baird,United States,Philadelphia,Pennsylvania,19143,Chuck Magee,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,0,25.18,4,0.7,-18.46
1071,CA-2015-144652,11/20/2015,SN-20560,Skye Norling,United States,Los Angeles,California,90008,Anna Andreadi,OFF-AR-10003732,Office Supplies,Art,Newell 333,0,19.46,7,0.0,5.06
1073,CA-2017-106943,11/14/2017,FO-14305,Frank Olsen,United States,New York City,New York,10035,Chuck Magee,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,0,8.64,2,0.2,3.02
1074,CA-2016-134348,12/11/2016,MS-17710,Maurice Satty,United States,Mesa,Arizona,85204,Anna Andreadi,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,0,6.27,5,0.7,-4.6
1075,CA-2016-134348,12/11/2016,MS-17710,Maurice Satty,United States,Mesa,Arizona,85204,Anna Andreadi,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,0,4.37,7,0.7,-3.35
1076,CA-2016-134348,12/11/2016,MS-17710,Maurice Satty,United States,Mesa,Arizona,85204,Anna Andreadi,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,0,31.98,2,0.2,2.0
1078,CA-2017-132521,9/23/2017,DW-13540,Don Weiss,United States,Seattle,Washington,98105,Anna Andreadi,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,0,119.96,2,0.0,33.59
1080,CA-2017-132521,9/23/2017,DW-13540,Don Weiss,United States,Seattle,Washington,98105,Anna Andreadi,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,0,6.88,1,0.2,2.32
1081,CA-2015-110016,11/29/2015,BT-11395,Bill Tyler,United States,Detroit,Michigan,48227,Kelly Williams,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,0,19.92,4,0.0,9.36
1082,CA-2015-110016,11/29/2015,BT-11395,Bill Tyler,United States,Detroit,Michigan,48227,Kelly Williams,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",0,1106.91,9,0.0,121.76
1083,US-2016-143819,1/3/2016,KD-16270,Karen Daniels,United States,Yonkers,New York,10701,Chuck Magee,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,0,836.59,8,0.4,-264.92
1084,US-2016-143819,1/3/2016,KD-16270,Karen Daniels,United States,Yonkers,New York,10701,Chuck Magee,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,0,26.38,1,0.0,12.13
1086,US-2016-143819,1/3/2016,KD-16270,Karen Daniels,United States,Yonkers,New York,10701,Chuck Magee,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,0,4899.93,7,0.0,2400.97
1087,CA-2016-167584,12/8/2016,LC-16870,Lena Cacioppo,United States,Des Moines,Iowa,50315,Kelly Williams,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,0,6.48,1,0.0,3.11
1089,CA-2016-166163,8/15/2016,CY-12745,Craig Yedwab,United States,Oakland,California,94601,Anna Andreadi,OFF-LA-10000452,Office Supplies,Labels,Avery 488,0,3.15,1,0.0,1.51
1090,CA-2017-158407,4/6/2017,LW-16990,Lindsay Williams,United States,Monroe,North Carolina,28110,Cassandra Brandow,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,0,31.98,2,0.2,2.0
1092,CA-2015-143490,6/12/2015,NP-18325,Naresj Patel,United States,San Diego,California,92105,Anna Andreadi,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,1,120.15,9,0.0,33.64
1093,CA-2015-143490,6/12/2015,NP-18325,Naresj Patel,United States,San Diego,California,92105,Anna Andreadi,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,1,219.18,2,0.2,19.18
1094,CA-2015-165085,12/27/2015,BT-11485,Brad Thomas,United States,Clinton,Maryland,20735,Chuck Magee,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,0,28.9,5,0.0,14.16
1095,CA-2015-165085,12/27/2015,BT-11485,Brad Thomas,United States,Clinton,Maryland,20735,Chuck Magee,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,0,355.96,2,0.0,103.23
1097,CA-2017-160423,1/21/2017,PS-19045,Penelope Sewall,United States,Charlotte,North Carolina,28205,Cassandra Brandow,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,0,35.78,7,0.7,-28.63
1098,CA-2014-159338,6/25/2014,NS-18640,Noel Staavos,United States,Los Angeles,California,90049,Anna Andreadi,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,1,447.84,5,0.2,11.2
1099,CA-2016-107216,6/14/2016,PV-18985,Paul Van Hugh,United States,San Francisco,California,94122,Anna Andreadi,OFF-AR-10001545,Office Supplies,Art,Newell 326,0,7.04,4,0.0,2.04
1100,CA-2016-107216,6/14/2016,PV-18985,Paul Van Hugh,United States,San Francisco,California,94122,Anna Andreadi,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",0,8.73,3,0.0,4.1
1101,CA-2016-107216,6/14/2016,PV-18985,Paul Van Hugh,United States,San Francisco,California,94122,Anna Andreadi,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,0,29.29,1,0.0,9.67
1102,CA-2016-107216,6/14/2016,PV-18985,Paul Van Hugh,United States,San Francisco,California,94122,Anna Andreadi,OFF-AR-10002255,Office Supplies,Art,Newell 346,0,8.64,3,0.0,2.51
1103,US-2017-145863,4/21/2017,RP-19390,Resi Pölking,United States,Houston,Texas,77041,Kelly Williams,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,0,2.69,3,0.8,-4.71
1105,CA-2016-112340,10/21/2016,NM-18520,Neoma Murray,United States,Riverside,California,92503,Anna Andreadi,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",1,22.92,3,0.0,11.23
1106,US-2016-110156,11/19/2016,EH-13945,Eric Hoffmann,United States,Houston,Texas,77041,Kelly Williams,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",0,100.7,6,0.2,-16.36
1107,US-2016-110156,11/19/2016,EH-13945,Eric Hoffmann,United States,Houston,Texas,77041,Kelly Williams,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",0,2.33,2,0.6,-0.76
1109,US-2016-110156,11/19/2016,EH-13945,Eric Hoffmann,United States,Houston,Texas,77041,Kelly Williams,OFF-FA-10003495,Office Supplies,Fasteners,Staples,0,58.37,12,0.2,21.89
1111,US-2016-110156,11/19/2016,EH-13945,Eric Hoffmann,United States,Houston,Texas,77041,Kelly Williams,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,0,71.96,5,0.2,25.19
1115,CA-2017-140585,12/18/2017,RA-19915,Russell Applegate,United States,Encinitas,California,92024,Anna Andreadi,FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",1,119.83,1,0.15,-12.69
1116,CA-2017-140585,12/18/2017,RA-19915,Russell Applegate,United States,Encinitas,California,92024,Anna Andreadi,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,1,119.98,2,0.0,57.59
1117,CA-2016-144855,7/22/2016,DL-13495,Dionis Lloyd,United States,San Francisco,California,94110,Anna Andreadi,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,0,6.3,2,0.0,3.02
1118,CA-2015-142755,4/9/2015,CS-12355,Christine Sundaresam,United States,Roswell,Georgia,30076,Cassandra Brandow,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,0,279.9,5,0.0,137.15
1119,CA-2015-142755,4/9/2015,CS-12355,Christine Sundaresam,United States,Roswell,Georgia,30076,Cassandra Brandow,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,0,619.95,5,0.0,111.59
1120,CA-2015-142755,4/9/2015,CS-12355,Christine Sundaresam,United States,Roswell,Georgia,30076,Cassandra Brandow,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",0,4.36,2,0.0,2.05
1121,CA-2015-142755,4/9/2015,CS-12355,Christine Sundaresam,United States,Roswell,Georgia,30076,Cassandra Brandow,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,0,15.28,2,0.0,7.49
1123,US-2014-147627,1/20/2014,HL-15040,Hunter Lopez,United States,Jonesboro,Arkansas,72401,Cassandra Brandow,OFF-AR-10002375,Office Supplies,Art,Newell 351,0,22.96,7,0.0,6.66
1125,US-2014-147627,1/20/2014,HL-15040,Hunter Lopez,United States,Jonesboro,Arkansas,72401,Cassandra Brandow,OFF-AR-10003811,Office Supplies,Art,Newell 327,0,6.63,3,0.0,1.79
1126,US-2014-147627,1/20/2014,HL-15040,Hunter Lopez,United States,Jonesboro,Arkansas,72401,Cassandra Brandow,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,0,23.34,3,0.0,10.97
1127,US-2014-147627,1/20/2014,HL-15040,Hunter Lopez,United States,Jonesboro,Arkansas,72401,Cassandra Brandow,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,0,1067.94,3,0.0,224.27
1129,CA-2015-105970,2/3/2015,PA-19060,Pete Armstrong,United States,Richmond,Indiana,47374,Kelly Williams,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,0,101.88,6,0.0,50.94
1130,CA-2016-112102,12/4/2016,BD-11605,Brian Dahlen,United States,Springfield,Virginia,22153,Cassandra Brandow,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,0,343.92,4,0.0,75.66
1131,CA-2016-112102,12/4/2016,BD-11605,Brian Dahlen,United States,Springfield,Virginia,22153,Cassandra Brandow,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,0,40.99,1,0.0,20.09
1132,CA-2016-112102,12/4/2016,BD-11605,Brian Dahlen,United States,Springfield,Virginia,22153,Cassandra Brandow,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,0,63.9,5,0.0,28.76
1133,US-2016-114776,6/12/2016,GG-14650,Greg Guthrie,United States,Antioch,California,94509,Anna Andreadi,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,0,19.44,3,0.0,9.33
1134,US-2016-134908,5/6/2016,JS-15940,Joni Sundaresam,United States,Philadelphia,Pennsylvania,19134,Chuck Magee,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",0,124.61,4,0.2,-23.36
1135,US-2016-134908,5/6/2016,JS-15940,Joni Sundaresam,United States,Philadelphia,Pennsylvania,19134,Chuck Magee,OFF-LA-10000973,Office Supplies,Labels,Avery 502,0,7.56,3,0.2,2.65
1136,US-2016-148803,11/12/2016,LR-16915,Lena Radford,United States,Homestead,Florida,33030,Cassandra Brandow,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,0,85.22,3,0.2,7.46
1137,CA-2016-152170,12/11/2016,FH-14275,Frank Hawley,United States,La Porte,Indiana,46350,Kelly Williams,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",0,287.52,8,0.0,129.38
1138,CA-2016-152170,12/11/2016,FH-14275,Frank Hawley,United States,La Porte,Indiana,46350,Kelly Williams,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,0,37.68,2,0.0,10.55
1139,CA-2016-152170,12/11/2016,FH-14275,Frank Hawley,United States,La Porte,Indiana,46350,Kelly Williams,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,0,19.98,2,0.0,8.99
1140,CA-2016-152170,12/11/2016,FH-14275,Frank Hawley,United States,La Porte,Indiana,46350,Kelly Williams,OFF-AR-10003394,Office Supplies,Art,Newell 332,0,20.58,7,0.0,5.56
1141,CA-2016-152170,12/11/2016,FH-14275,Frank Hawley,United States,La Porte,Indiana,46350,Kelly Williams,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,0,17.38,2,0.0,8.69
1142,CA-2014-146969,9/29/2014,AP-10915,Arthur Prichep,United States,Los Angeles,California,90045,Anna Andreadi,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,0,204.6,2,0.0,53.2
1144,CA-2014-146969,9/29/2014,AP-10915,Arthur Prichep,United States,Los Angeles,California,90045,Anna Andreadi,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,0,6.48,1,0.0,3.11
1147,CA-2015-112452,4/4/2015,NC-18340,Nat Carroll,United States,Lansing,Michigan,48911,Kelly Williams,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,0,644.08,2,0.1,107.35
1149,CA-2015-112452,4/4/2015,NC-18340,Nat Carroll,United States,Lansing,Michigan,48911,Kelly Williams,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,0,12.76,2,0.0,5.87
1151,CA-2015-112452,4/4/2015,NC-18340,Nat Carroll,United States,Lansing,Michigan,48911,Kelly Williams,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,0,599.98,2,0.0,209.99
1152,CA-2015-113971,8/5/2015,CB-12535,Claudia Bergmann,United States,Cuyahoga Falls,Ohio,44221,Chuck Magee,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",0,8.35,6,0.2,1.25
1153,CA-2017-160395,12/31/2016,KL-16555,Kelly Lampkin,United States,Reno,Nevada,89502,Anna Andreadi,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",0,3.64,2,0.0,1.64
1155,CA-2014-136567,12/20/2014,PS-19045,Penelope Sewall,United States,Harrisonburg,Virginia,22801,Cassandra Brandow,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",0,122.48,2,0.0,0.0
1158,CA-2014-136567,12/20/2014,PS-19045,Penelope Sewall,United States,Harrisonburg,Virginia,22801,Cassandra Brandow,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",0,455.1,2,0.0,100.12
1159,CA-2016-149314,2/7/2016,GB-14530,George Bell,United States,Los Angeles,California,90004,Anna Andreadi,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,0,195.18,1,0.2,19.52
1160,CA-2017-147039,6/29/2017,AA-10315,Alex Avila,United States,Minneapolis,Minnesota,55407,Kelly Williams,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",0,362.94,3,0.0,90.74
1161,CA-2017-147039,6/29/2017,AA-10315,Alex Avila,United States,Minneapolis,Minnesota,55407,Kelly Williams,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,0,11.54,2,0.0,5.77
1162,CA-2014-126522,1/9/2014,LT-16765,Larry Tron,United States,Escondido,California,92025,Anna Andreadi,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",1,53.94,3,0.0,15.64
1164,CA-2014-127964,3/3/2014,AP-10720,Anne Pryor,United States,New York City,New York,10035,Chuck Magee,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,0,125.76,3,0.2,40.87
1165,CA-2014-127964,3/3/2014,AP-10720,Anne Pryor,United States,New York City,New York,10035,Chuck Magee,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",0,25.32,5,0.2,9.18
1166,CA-2014-117709,4/5/2014,PM-18940,Paul MacIntyre,United States,Jackson,Michigan,49201,Kelly Williams,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,0,46.8,4,0.0,21.06
1167,CA-2015-125416,2/11/2015,KC-16540,Kelly Collister,United States,Seattle,Washington,98115,Anna Andreadi,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,0,447.93,9,0.0,49.27
1168,CA-2017-145226,8/12/2017,DL-13315,Delfina Latchford,United States,New York City,New York,10035,Chuck Magee,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",0,109.48,2,0.0,33.94
1169,CA-2017-145226,8/12/2017,DL-13315,Delfina Latchford,United States,New York City,New York,10035,Chuck Magee,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,0,272.94,3,0.0,0.0
1170,CA-2017-145226,8/12/2017,DL-13315,Delfina Latchford,United States,New York City,New York,10035,Chuck Magee,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,0,19.44,3,0.0,9.33
1171,CA-2017-145226,8/12/2017,DL-13315,Delfina Latchford,United States,New York City,New York,10035,Chuck Magee,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,0,31.92,4,0.0,8.3
1172,US-2014-100279,10/3/2014,SW-20275,Scott Williamson,United States,Royal Oak,Michigan,48073,Kelly Williams,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",0,22.38,2,0.0,10.74
