Row ID,Order ID,Order Date,Customer ID,Customer Name,Country,City,State,Postal Code,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit
1814,US-2017-161193,11/20/2017,BT-11680,Brian Thompson,United States,Newark,Ohio,43055,Chuck Magee,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",0,4.66,2,0.2,1.57
1816,CA-2015-164833,4/6/2015,LL-16840,Lauren Leatherbury,United States,Seattle,Washington,98105,Anna Andreadi,OFF-LA-10000443,Office Supplies,Labels,Avery 501,0,7.38,2,0.0,3.47
1817,CA-2015-164833,4/6/2015,LL-16840,Lauren Leatherbury,United States,Seattle,Washington,98105,Anna Andreadi,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",0,9.26,2,0.0,3.06
1829,US-2015-140851,7/13/2015,ND-18460,Neil Ducich,United States,Macon,Georgia,31204,Cassandra Brandow,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,0,38.88,6,0.0,18.66
1831,CA-2017-145884,10/21/2017,SL-20155,Sara Luxemburg,United States,Muskogee,Oklahoma,74403,Kelly Williams,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,0,1439.92,8,0.0,374.38
1832,CA-2017-145884,10/21/2017,SL-20155,Sara Luxemburg,United States,Muskogee,Oklahoma,74403,Kelly Williams,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,0,262.11,1,0.0,62.91
1837,CA-2017-122693,2/19/2017,NH-18610,Nicole Hansen,United States,Roswell,Georgia,30076,Cassandra Brandow,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,0,1245.86,7,0.0,361.3
1843,CA-2015-135391,9/2/2015,FA-14230,Frank Atkinson,United States,San Antonio,Texas,78207,Kelly Williams,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,0,40.1,4,0.2,13.53
1844,CA-2015-135391,9/2/2015,FA-14230,Frank Atkinson,United States,San Antonio,Texas,78207,Kelly Williams,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",0,40.78,2,0.6,-30.59
1866,US-2017-116659,12/11/2017,NG-18355,Nat Gilpin,United States,Newark,Ohio,43055,Chuck Magee,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,0,370.78,3,0.4,-92.7
1871,CA-2014-116932,7/21/2014,ME-18010,Michelle Ellison,United States,San Francisco,California,94122,Anna Andreadi,OFF-AR-10002067,Office Supplies,Art,Newell 334,0,99.2,5,0.0,25.79
1872,CA-2014-116932,7/21/2014,ME-18010,Michelle Ellison,United States,San Francisco,California,94122,Anna Andreadi,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,0,801.57,2,0.2,50.1
1873,CA-2014-116932,7/21/2014,ME-18010,Michelle Ellison,United States,San Francisco,California,94122,Anna Andreadi,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",0,272.85,1,0.2,27.28
1877,CA-2017-112039,3/25/2017,JC-15775,John Castell,United States,San Antonio,Texas,78207,Kelly Williams,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,0,470.38,3,0.2,47.04
1894,CA-2016-100083,11/24/2016,CD-11980,Carol Darley,United States,Medford,Oregon,97504,Anna Andreadi,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",0,24.78,1,0.2,7.75
1895,US-2017-108063,2/12/2017,AS-10090,Adam Shillingsburg,United States,Charlottesville,Virginia,22901,Cassandra Brandow,OFF-AR-10001446,Office Supplies,Art,Newell 309,0,34.65,3,0.0,10.4
1901,CA-2016-140543,6/29/2016,Co-12640,Corey-Lock,United States,Florence,South Carolina,29501,Cassandra Brandow,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,0,191.88,6,0.0,19.19
1927,US-2016-139710,9/6/2016,GM-14680,Greg Matthias,United States,Los Angeles,California,90045,Anna Andreadi,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,0,177.48,3,0.2,19.97
1932,CA-2016-152121,11/27/2016,CC-12670,Craig Carreira,United States,Scottsdale,Arizona,85254,Anna Andreadi,TEC-PH-10002483,Technology,Phones,Motorola Moto X,0,271.99,1,0.2,23.8
1973,CA-2014-148950,12/14/2014,JD-16015,Joy Daniels,United States,Chicago,Illinois,60610,Kelly Williams,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,1,5.1,4,0.8,-8.68
1974,CA-2014-148950,12/14/2014,JD-16015,Joy Daniels,United States,Chicago,Illinois,60610,Kelly Williams,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,1,2.9,2,0.2,0.47
1975,CA-2014-148950,12/14/2014,JD-16015,Joy Daniels,United States,Chicago,Illinois,60610,Kelly Williams,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,1,35.02,3,0.2,-2.19
1983,CA-2014-122749,3/12/2014,NG-18430,Nathan Gelder,United States,Oklahoma City,Oklahoma,73120,Kelly Williams,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,0,479.96,4,0.0,134.39
2001,CA-2017-166128,11/4/2017,LW-17215,Luke Weiss,United States,Pasadena,California,91104,Anna Andreadi,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,0,199.95,5,0.0,21.99
2002,CA-2017-166128,11/4/2017,LW-17215,Luke Weiss,United States,Pasadena,California,91104,Anna Andreadi,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",0,41.86,7,0.0,14.23
2039,CA-2015-122287,6/18/2015,SN-20560,Skye Norling,United States,Peoria,Arizona,85345,Anna Andreadi,OFF-PA-10001661,Office Supplies,Paper,Xerox 1922,0,11.95,3,0.2,4.33
2040,CA-2015-122287,6/18/2015,SN-20560,Skye Norling,United States,Peoria,Arizona,85345,Anna Andreadi,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,0,4.54,7,0.7,-3.33
2041,CA-2015-122287,6/18/2015,SN-20560,Skye Norling,United States,Peoria,Arizona,85345,Anna Andreadi,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,0,9.16,2,0.7,-6.1
2042,CA-2015-122287,6/18/2015,SN-20560,Skye Norling,United States,Peoria,Arizona,85345,Anna Andreadi,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,0,75.36,5,0.2,20.72
2044,US-2017-158946,11/18/2017,JW-15220,Jane Waco,United States,Lakewood,Ohio,44107,Chuck Magee,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,0,38.86,7,0.2,7.77
2056,CA-2017-120376,12/22/2017,TP-21130,Theone Pippenger,United States,Detroit,Michigan,48227,Kelly Williams,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,0,199.95,5,0.0,63.98
2057,CA-2017-120376,12/22/2017,TP-21130,Theone Pippenger,United States,Detroit,Michigan,48227,Kelly Williams,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,0,1586.69,7,0.0,412.54
2058,CA-2017-120376,12/22/2017,TP-21130,Theone Pippenger,United States,Detroit,Michigan,48227,Kelly Williams,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,0,84.99,1,0.0,30.6
2059,CA-2017-120376,12/22/2017,TP-21130,Theone Pippenger,United States,Detroit,Michigan,48227,Kelly Williams,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,0,411.8,2,0.0,70.01
2080,CA-2015-120103,12/24/2015,MS-17365,Maribeth Schnelling,United States,Phoenix,Arizona,85023,Anna Andreadi,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,0,106.23,7,0.2,37.18
2081,CA-2015-120103,12/24/2015,MS-17365,Maribeth Schnelling,United States,Phoenix,Arizona,85023,Anna Andreadi,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,0,111.98,2,0.2,11.2
2082,CA-2015-120103,12/24/2015,MS-17365,Maribeth Schnelling,United States,Phoenix,Arizona,85023,Anna Andreadi,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,0,7.71,2,0.2,1.74
2095,US-2015-164357,11/25/2015,SF-20065,Sandra Flanagan,United States,Wilmington,North Carolina,28403,Cassandra Brandow,OFF-AR-10001177,Office Supplies,Art,Newell 349,0,13.12,5,0.2,1.48
2099,CA-2017-124401,7/9/2017,RD-19900,Ruben Dartt,United States,Portland,Oregon,97206,Anna Andreadi,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,1,37.68,3,0.2,2.36
2100,CA-2017-124401,7/9/2017,RD-19900,Ruben Dartt,United States,Portland,Oregon,97206,Anna Andreadi,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,1,279.94,7,0.2,80.48
2107,US-2014-152723,9/26/2014,HG-14965,Henry Goldwyn,United States,Mesquite,Texas,75150,Kelly Williams,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,0,0.88,1,0.8,-1.4
2119,CA-2017-155460,4/13/2017,RW-19630,Rob Williams,United States,Seattle,Washington,98105,Anna Andreadi,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),0,5.28,1,0.0,2.38
2120,CA-2017-155460,4/13/2017,RW-19630,Rob Williams,United States,Seattle,Washington,98105,Anna Andreadi,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,0,895.92,5,0.2,302.37
2123,CA-2017-167381,9/22/2017,EH-14005,Erica Hernandez,United States,Lansing,Michigan,48911,Kelly Williams,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,0,241.96,2,0.0,41.13
2124,CA-2017-167381,9/22/2017,EH-14005,Erica Hernandez,United States,Lansing,Michigan,48911,Kelly Williams,OFF-LA-10000134,Office Supplies,Labels,Avery 511,0,27.72,9,0.0,13.31
2127,CA-2014-126032,6/23/2014,BS-11665,Brian Stugart,United States,Philadelphia,Pennsylvania,19143,Chuck Magee,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,0,86.38,3,0.2,1.08
2134,CA-2015-122210,11/30/2015,WB-21850,William Brown,United States,Philadelphia,Pennsylvania,19134,Chuck Magee,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,0,152.99,3,0.7,-122.39
2135,CA-2015-122210,11/30/2015,WB-21850,William Brown,United States,Philadelphia,Pennsylvania,19134,Chuck Magee,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,0,10.58,7,0.2,-2.38
2136,CA-2015-122210,11/30/2015,WB-21850,William Brown,United States,Philadelphia,Pennsylvania,19134,Chuck Magee,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,0,94.92,4,0.4,15.82
2140,CA-2014-159520,6/6/2014,GT-14635,Grant Thornton,United States,Long Beach,New York,11561,Chuck Magee,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,0,149.54,9,0.2,50.47
2141,CA-2014-159520,6/6/2014,GT-14635,Grant Thornton,United States,Long Beach,New York,11561,Chuck Magee,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,0,17.14,2,0.0,4.46
2142,CA-2014-159520,6/6/2014,GT-14635,Grant Thornton,United States,Long Beach,New York,11561,Chuck Magee,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",0,991.76,3,0.4,-347.12
2149,CA-2014-141607,12/12/2014,WB-21850,William Brown,United States,Concord,California,94521,Anna Andreadi,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,0,43.31,1,0.0,4.33
2152,CA-2014-167360,11/24/2014,RB-19435,Richard Bierner,United States,Saint Louis,Missouri,63116,Kelly Williams,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,0,111.79,7,0.0,43.6
2154,CA-2016-117282,7/14/2016,DR-12880,Dan Reichenbach,United States,New York City,New York,10009,Chuck Magee,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,0,14.16,2,0.2,5.13
2157,CA-2014-124646,6/22/2014,DV-13465,Dianna Vittorini,United States,Minneapolis,Minnesota,55407,Kelly Williams,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,0,501.81,3,0.0,0.0
2158,CA-2014-124646,6/22/2014,DV-13465,Dianna Vittorini,United States,Minneapolis,Minnesota,55407,Kelly Williams,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,0,161.94,3,0.0,9.72
2161,CA-2016-141019,5/14/2016,LH-17155,Logan Haushalter,United States,Cincinnati,Ohio,45231,Chuck Magee,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",0,79.38,1,0.2,29.77
2162,CA-2016-101938,7/1/2016,DW-13480,Dianna Wilson,United States,Oakland,California,94601,Anna Andreadi,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,0,34.58,1,0.0,10.03
2163,CA-2017-166296,3/13/2017,KF-16285,Karen Ferguson,United States,Manteca,California,95336,Anna Andreadi,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,0,314.55,3,0.0,150.98
2199,CA-2015-135363,3/28/2015,CK-12205,Chloris Kastensmidt,United States,Philadelphia,Pennsylvania,19120,Chuck Magee,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,0,15.55,3,0.2,5.44
2200,CA-2015-135363,3/28/2015,CK-12205,Chloris Kastensmidt,United States,Philadelphia,Pennsylvania,19120,Chuck Magee,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,0,5.23,1,0.2,1.7
2201,US-2014-165659,1/6/2014,LT-17110,Liz Thompson,United States,Little Rock,Arkansas,72209,Cassandra Brandow,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,0,22.2,6,0.0,9.1
2202,US-2014-165659,1/6/2014,LT-17110,Liz Thompson,United States,Little Rock,Arkansas,72209,Cassandra Brandow,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,0,881.93,7,0.0,229.3
2203,CA-2015-138002,6/9/2015,BT-11305,Beth Thompson,United States,Seattle,Washington,98103,Anna Andreadi,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,0,6.1,2,0.2,2.13
2204,CA-2015-138002,6/9/2015,BT-11305,Beth Thompson,United States,Seattle,Washington,98103,Anna Andreadi,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",0,191.82,3,0.0,74.81
2218,CA-2014-151953,9/20/2014,DB-13555,Dorothy Badders,United States,Jacksonville,Florida,32216,Cassandra Brandow,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,0,2.82,2,0.2,0.99
2229,CA-2016-139157,1/10/2016,GM-14680,Greg Matthias,United States,New York City,New York,10024,Chuck Magee,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",0,330.59,1,0.4,-115.71
2234,CA-2015-123232,12/14/2015,DJ-13630,Doug Jacobs,United States,Portland,Oregon,97206,Anna Andreadi,TEC-PH-10001051,Technology,Phones,HTC One,0,319.97,4,0.2,36.0
2235,CA-2017-104066,5/12/2017,QJ-19255,Quincy Jones,United States,Burlington,Vermont,5408,Chuck Magee,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,0,205.03,7,0.0,67.66
2236,CA-2015-145849,9/15/2015,CT-11995,Carol Triggs,United States,Indianapolis,Indiana,46203,Kelly Williams,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,0,190.86,2,0.0,11.45
2237,CA-2015-145849,9/15/2015,CT-11995,Carol Triggs,United States,Indianapolis,Indiana,46203,Kelly Williams,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,0,24.32,8,0.0,8.27
2262,US-2015-137960,12/18/2015,MW-18220,Mitch Webber,United States,New York City,New York,10035,Chuck Magee,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,0,166.24,1,0.0,24.94
2272,CA-2015-102036,9/21/2015,CS-12130,Chad Sievert,United States,Seattle,Washington,98105,Anna Andreadi,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,0,199.74,6,0.0,47.94
2275,CA-2014-157882,3/10/2014,AR-10405,Allen Rosenblatt,United States,Los Angeles,California,90036,Anna Andreadi,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,0,143.43,1,0.2,3.59
2276,CA-2014-157882,3/10/2014,AR-10405,Allen Rosenblatt,United States,Los Angeles,California,90036,Anna Andreadi,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",0,122.35,3,0.2,13.76
2290,CA-2017-115154,8/1/2017,RS-19420,Ricardo Sperren,United States,Seattle,Washington,98115,Anna Andreadi,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,0,892.98,2,0.0,80.37
2294,CA-2015-130995,1/11/2015,QJ-19255,Quincy Jones,United States,New York City,New York,10009,Chuck Magee,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,0,4.95,1,0.0,1.34
2295,CA-2017-127929,12/23/2017,FM-14215,Filia McAdams,United States,Middletown,Connecticut,6457,Chuck Magee,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",0,181.95,3,0.0,38.21
2307,CA-2015-160794,6/8/2015,MS-17980,Michael Stewart,United States,Houston,Texas,77041,Kelly Williams,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,0,27.22,3,0.2,9.87
2330,US-2015-147739,12/25/2015,JD-16150,Justin Deggeller,United States,Philadelphia,Pennsylvania,19140,Chuck Magee,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,0,547.14,4,0.2,-68.39
2338,CA-2014-110639,8/23/2014,RH-19495,Rick Hansen,United States,New York City,New York,10009,Chuck Magee,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,0,25.92,4,0.0,12.44
2339,CA-2014-110639,8/23/2014,RH-19495,Rick Hansen,United States,New York City,New York,10009,Chuck Magee,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,0,45.92,4,0.0,22.5
2358,US-2014-148838,3/17/2014,CP-12340,Christine Phan,United States,New York City,New York,10024,Chuck Magee,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,0,1579.75,7,0.4,-447.59
2359,US-2014-148838,3/17/2014,CP-12340,Christine Phan,United States,New York City,New York,10024,Chuck Magee,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,0,1071.58,4,0.4,-553.65
2360,US-2014-148838,3/17/2014,CP-12340,Christine Phan,United States,New York City,New York,10024,Chuck Magee,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",0,613.91,3,0.4,-122.78
2361,US-2014-148838,3/17/2014,CP-12340,Christine Phan,United States,New York City,New York,10024,Chuck Magee,OFF-PA-10002960,Office Supplies,Paper,Xerox 1926,0,34.86,7,0.0,16.38
2362,US-2014-148838,3/17/2014,CP-12340,Christine Phan,United States,New York City,New York,10024,Chuck Magee,OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,0,155.04,4,0.0,75.97
2379,CA-2015-148628,6/12/2015,KM-16375,Katherine Murray,United States,Thousand Oaks,California,91360,Anna Andreadi,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",0,32.75,5,0.0,15.07
2383,US-2017-117534,3/25/2017,CV-12295,Christina VanderZanden,United States,Fresno,California,93727,Anna Andreadi,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,0,176.04,4,0.0,45.77
2384,US-2017-117534,3/25/2017,CV-12295,Christina VanderZanden,United States,Fresno,California,93727,Anna Andreadi,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,0,16.02,9,0.0,4.49
2385,US-2017-117534,3/25/2017,CV-12295,Christina VanderZanden,United States,Fresno,California,93727,Anna Andreadi,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,0,185.92,4,0.2,62.75
2386,US-2017-117534,3/25/2017,CV-12295,Christina VanderZanden,United States,Fresno,California,93727,Anna Andreadi,TEC-PH-10000141,Technology,Phones,Clearsounds A400,0,211.17,4,0.2,15.84
2387,US-2017-117534,3/25/2017,CV-12295,Christina VanderZanden,United States,Fresno,California,93727,Anna Andreadi,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,0,479.98,2,0.2,60.0
2395,CA-2015-137897,11/14/2015,PJ-18835,Patrick Jones,United States,New York City,New York,10035,Chuck Magee,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,0,37.6,2,0.0,2.26
2396,CA-2015-137897,11/14/2015,PJ-18835,Patrick Jones,United States,New York City,New York,10035,Chuck Magee,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,0,59.9,2,0.0,23.96
2397,CA-2015-137897,11/14/2015,PJ-18835,Patrick Jones,United States,New York City,New York,10035,Chuck Magee,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",0,37.0,5,0.0,16.65
2398,CA-2017-169264,8/14/2017,NP-18700,Nora Preis,United States,San Francisco,California,94109,Anna Andreadi,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,0,5.76,2,0.0,2.82
2399,CA-2017-169264,8/14/2017,NP-18700,Nora Preis,United States,San Francisco,California,94109,Anna Andreadi,OFF-AR-10000246,Office Supplies,Art,Newell 318,0,16.68,6,0.0,4.34
2410,CA-2017-155985,3/23/2017,BE-11335,Bill Eplett,United States,San Francisco,California,94122,Anna Andreadi,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,0,211.84,8,0.0,76.26
2412,CA-2015-142041,7/6/2015,EM-13810,Eleni McCrary,United States,Los Angeles,California,90036,Anna Andreadi,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,0,7.52,5,0.2,2.63
2417,CA-2017-168655,12/10/2017,ML-18040,Michelle Lonsdale,United States,Albuquerque,New Mexico,87105,Anna Andreadi,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,0,595.0,5,0.0,95.2
2418,CA-2017-168655,12/10/2017,ML-18040,Michelle Lonsdale,United States,Albuquerque,New Mexico,87105,Anna Andreadi,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,0,79.87,3,0.2,29.95
2428,CA-2016-169922,11/6/2016,MZ-17515,Mary Zewe,United States,Arlington,Texas,76017,Kelly Williams,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,0,1.34,4,0.8,-2.15
2429,CA-2016-169922,11/6/2016,MZ-17515,Mary Zewe,United States,Arlington,Texas,76017,Kelly Williams,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,0,8.27,4,0.8,-13.65
2430,CA-2016-169922,11/6/2016,MZ-17515,Mary Zewe,United States,Arlington,Texas,76017,Kelly Williams,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",0,12.54,7,0.6,-9.09
2435,CA-2015-154746,11/14/2015,PJ-18835,Patrick Jones,United States,Springfield,Virginia,22153,Cassandra Brandow,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,0,33.96,2,0.0,16.98
2436,CA-2015-154746,11/14/2015,PJ-18835,Patrick Jones,United States,Springfield,Virginia,22153,Cassandra Brandow,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,0,826.11,3,0.0,322.18
2440,CA-2017-139948,7/17/2017,SW-20455,Shaun Weien,United States,Tampa,Florida,33614,Cassandra Brandow,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",0,7.9,2,0.2,2.17
2449,CA-2015-128027,9/14/2015,CM-12385,Christopher Martinez,United States,North Charleston,South Carolina,29406,Cassandra Brandow,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,0,269.49,3,0.0,5.39
2463,CA-2017-148691,3/12/2017,CS-12460,Chuck Sachs,United States,New York City,New York,10009,Chuck Magee,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,0,83.92,5,0.2,29.37
2464,CA-2017-148691,3/12/2017,CS-12460,Chuck Sachs,United States,New York City,New York,10009,Chuck Magee,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,0,14.62,2,0.2,5.12
2465,CA-2017-148691,3/12/2017,CS-12460,Chuck Sachs,United States,New York City,New York,10009,Chuck Magee,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,0,136.99,1,0.0,36.99
2466,CA-2017-148691,3/12/2017,CS-12460,Chuck Sachs,United States,New York City,New York,10009,Chuck Magee,OFF-LA-10001317,Office Supplies,Labels,Avery 520,0,3.15,1,0.0,1.51
2467,CA-2017-128755,4/5/2017,MK-18160,Mike Kennedy,United States,Newport News,Virginia,23602,Cassandra Brandow,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",0,9.11,1,0.0,4.1
2468,CA-2017-128755,4/5/2017,MK-18160,Mike Kennedy,United States,Newport News,Virginia,23602,Cassandra Brandow,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,0,571.44,4,0.0,165.72
2469,CA-2017-128755,4/5/2017,MK-18160,Mike Kennedy,United States,Newport News,Virginia,23602,Cassandra Brandow,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,0,32.4,5,0.0,15.55
2470,CA-2017-128755,4/5/2017,MK-18160,Mike Kennedy,United States,Newport News,Virginia,23602,Cassandra Brandow,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",0,16.91,1,0.0,4.57
2474,CA-2016-114972,3/11/2016,PF-19225,Phillip Flathmann,United States,Los Angeles,California,90032,Anna Andreadi,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,0,217.58,2,0.2,-29.92
2475,CA-2016-114972,3/11/2016,PF-19225,Phillip Flathmann,United States,Los Angeles,California,90032,Anna Andreadi,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,0,82.95,5,0.0,29.03
